index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor,path_txt
4569,26-Mar-2016,Diseño e implementación de una arquitectura de software genérica para el control de robots móviles basada en realidad aumentada,"Astor Romero, Miguel Angel",10.5 MB,http://saber.ucv.ve/handle/10872/13810,http://saber.ucv.ve/bitstream/10872/13810/1/TEG.pdf,,thesis_pdf_all/4569.pdf,True,True,False,escuela de computacion,Escuela de Computación,David Perez Abreu,thesis_txt/4569.txt
4570,26-Mar-2016,Sistema de arbitraje y producción de una revista científico tecnológica digital: LACLO Magazine,"Camejo, Juan Carlos; Pardo, Alejandro",7.54 MB,http://saber.ucv.ve/handle/10872/13811,http://saber.ucv.ve/bitstream/10872/13811/1/TEG%20LACLO%20Magazine.pdf,,thesis_pdf_all/4570.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/4570.txt
4488,16-Mar-2016,Desarrollo de un Sistema de Información con tecnologías Web y Móvil para tramitar la inspección de vehículos en una compañía de seguros,"Fuentes Da Silva, Manuel Alejandro; Peña Tamayo, Junior Jose",4.82 MB,http://saber.ucv.ve/handle/10872/13715,http://saber.ucv.ve/bitstream/10872/13715/1/Tesis.pdf,,thesis_pdf_all/4488.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franky Uzcategui,thesis_txt/4488.txt
4490,16-Mar-2016,Propuesta para la implementación de un servicio de televisión utilizando Multicast en la Facultad de Ciencias,"Lessey, Luis",2.68 MB,http://saber.ucv.ve/handle/10872/13719,http://saber.ucv.ve/bitstream/10872/13719/1/TEG%20LUIS%20LESSEY.pdf,,thesis_pdf_all/4490.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess,thesis_txt/4490.txt
4733,2-Feb-2017,Desarrollo de una librería basada en tecnología push para el envío de mensajes a dispositivos móviles Android,"Morey, Ronald",4.32 MB,http://saber.ucv.ve/handle/10872/14225,http://saber.ucv.ve/bitstream/10872/14225/1/teg%20ronald%20morey%20v1.9.pdf,,thesis_pdf_all/4733.pdf,True,True,False,escuela de computacion,Escuela de Computación,Robinson Rivas,thesis_txt/4733.txt
4572,26-Mar-2016,Análisis de protocolos de enrutamiento en redes vehiculares Ad-hoc,"Puello Conde, Christian Argelio",5.04 MB,http://saber.ucv.ve/handle/10872/13813,http://saber.ucv.ve/bitstream/10872/13813/1/ChristianPuelloTEG.pdf,,thesis_pdf_all/4572.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol,thesis_txt/4572.txt
4852,17-Feb-2017,Diseño e implementación de una infraestructura de virtualización basada en un entorno de nube para el laboratorio Icaro,"Francisco Lugo, Estrella",1.09 MB,http://saber.ucv.ve/handle/10872/14509,http://saber.ucv.ve/bitstream/10872/14509/1/TEG.pdf,,thesis_pdf_all/4852.pdf,True,True,False,escuela de computacion,Escuela de Computación,David Perez AbreuCaracas,thesis_txt/4852.txt
4853,17-Feb-2017,Sistema de gestión documental para la coordinación de postgrado de la Facultad de Ciencias,"Olaizola Echarry, Dunia del Valle",3.18 MB,http://saber.ucv.ve/handle/10872/14515,http://saber.ucv.ve/bitstream/10872/14515/1/tesisversion%20Final%20listo.pdf,,thesis_pdf_all/4853.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval,thesis_txt/4853.txt
4854,17-Feb-2017,Interacción con una pantalla horizontal utilizando Wiimote,"Marcos Javier, Ramírez Rodríguez",2.49 MB,http://saber.ucv.ve/handle/10872/14514,http://saber.ucv.ve/bitstream/10872/14514/1/Tesis%20-%20Marcos%20Ram%c3%adrez.pdf,,thesis_pdf_all/4854.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames Carmona,thesis_txt/4854.txt
4855,17-Feb-2017,Desarrollo de un entorno colaborativo – educativo sobre la base de una plataforma de redes sociales,"Adriana, Maspons Rubio",2.6 MB,http://saber.ucv.ve/handle/10872/14513,http://saber.ucv.ve/bitstream/10872/14513/1/Documento%20de%20Tesis.pdf,,thesis_pdf_all/4855.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano,thesis_txt/4855.txt
4856,17-Feb-2017,Desarrollo del módulo de acceso a los contenidos preservados en formato WARC para un prototipo de archivo web de Venezuela,"Mantura Teresa, Kabchi Abchi; Miguel Ángel, Martínez Farías",6.24 MB,http://saber.ucv.ve/handle/10872/14512,http://saber.ucv.ve/bitstream/10872/14512/1/FINAL_TEG_ManturaKabchi_MiguelMart%c3%adnez_Marzo2014.pdf,,thesis_pdf_all/4856.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina,thesis_txt/4856.txt
4857,17-Feb-2017,Desarrollo de una aplicación web para el control de acceso y gestión de documentos digitales usando huella dactilar,"Alfaro B., Diana C.; Martínez R., Rut",4.37 MB,http://saber.ucv.ve/handle/10872/14511,http://saber.ucv.ve/bitstream/10872/14511/1/TEG_02_11_2013.pdf,,thesis_pdf_all/4857.pdf,True,True,False,escuela de computacion,Escuela de Computación,Carlos Acosta,thesis_txt/4857.txt
4858,17-Feb-2017,Solución computacional para el control fraudes en el servicio de activación de líneas telefónicas,"Jorge Luis, Lynch Salcedo",2.22 MB,http://saber.ucv.ve/handle/10872/14510,http://saber.ucv.ve/bitstream/10872/14510/1/TEG_JorgeLynch.pdf,,thesis_pdf_all/4858.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera,thesis_txt/4858.txt
4766,3-Feb-2017,"Desarrollo de una aplicación Web para la Biblioteca Alonso Gamero que permita el almacenamiento, gestión y búsqueda de la producción intelectual de la Facultad de Ciencias de la Universidad Central de Venezuela","Bolívar Morín, Juan Carlos; Paéz Román, César Andrés",1.84 MB,http://saber.ucv.ve/handle/10872/14261,http://saber.ucv.ve/bitstream/10872/14261/1/TesisFinal.pdf,,thesis_pdf_all/4766.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ospina Mercy,thesis_txt/4766.txt
4983,1-Mar-2017,Desarrollo de una aplicación móvil sobre la plataforma Android para la liga de futbol sala de la Facultad de Ciencias de la Universidad Central de Venezuela,"Almeida Acosta, José Miguel; Romero Rivero, José Alberto",8.34 MB,http://saber.ucv.ve/handle/10872/14698,http://saber.ucv.ve/bitstream/10872/14698/1/TEG_JoseAlmeida-JoseRomero.pdf,,thesis_pdf_all/4983.pdf,True,True,False,escuela de computacion,Escuela de Computación,Fernando Crema,thesis_txt/4983.txt
4897,21-Feb-2017,Modelado y análisis del mecanismo de retransmisión de bloques ARQ en la capa MAC del IEEE 802.16 utilizando Redes de Petri Coloreadas (CPNs),"Contreras Pernía, Luisana Margarita",2.28 MB,http://saber.ucv.ve/handle/10872/14541,http://saber.ucv.ve/bitstream/10872/14541/1/TEG.pdf,,thesis_pdf_all/4897.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol,thesis_txt/4897.txt
4898,21-Feb-2017,"Análisis, diseño e implementación de un módulo de georreferenciación para el sistema “SOS historias médicas electrónicas”","Cabrera Méndez, Alejandro Enrique; Mantilla Rincón, José Rodolfo",4.43 MB,http://saber.ucv.ve/handle/10872/14543,http://saber.ucv.ve/bitstream/10872/14543/1/Tesis_AC_JM_V6.pdf,,thesis_pdf_all/4898.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rivas Robinson,thesis_txt/4898.txt
4899,21-Feb-2017,SAT-ISUPSS7 sistema analizador de tramas de la capa ISUP del protocolo de señalización No. 7 (SS7),"Gutiérrez C., Ricardo J.",3.49 MB,http://saber.ucv.ve/handle/10872/14544,http://saber.ucv.ve/bitstream/10872/14544/1/Tesis%20SAT-ISUPSS7.pdf,,thesis_pdf_all/4899.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ana MoralesCaracas,thesis_txt/4899.txt
4900,21-Feb-2017,Aplicación de la minería de textos para el desarrollo de un sistema de asignación automática de jurados a trabajos especiales de grado,"Alves Ferreira, Anabel Cristina; Rodríguez Cruz, Mercedes Gabriela",2.77 MB,http://saber.ucv.ve/handle/10872/14546,http://saber.ucv.ve/bitstream/10872/14546/1/TEG%20VF.pdf,,thesis_pdf_all/4900.pdf,True,True,False,escuela de computacion,Escuela de Computación,Haydemar Nunez,thesis_txt/4900.txt
4901,21-Feb-2017,Desarrollo de un conjunto de benchmarks para la evaluación de desempeño del simulador NCTUns en redes vehiculares,"Chachati R., Moises E.",2.51 MB,http://saber.ucv.ve/handle/10872/14547,http://saber.ucv.ve/bitstream/10872/14547/1/documentoTesisMoisesChachati.pdf,,thesis_pdf_all/4901.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess,thesis_txt/4901.txt
4902,21-Feb-2017,Sistema colaborativo en red para el despliegue de datos médicos,"Álvarez Diez, Fernando José",1.76 MB,http://saber.ucv.ve/handle/10872/14548,http://saber.ucv.ve/bitstream/10872/14548/1/TEG%20FERNANDO%20ALVAREZ.pdf,,thesis_pdf_all/4902.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt Ramirez,thesis_txt/4902.txt
4912,22-Feb-2017,Sistema móvil de referencias médicas. Programa SOS telemedicina para Venezuela,"Rodríguez Ossandón, Vanessa",3.39 MB,http://saber.ucv.ve/handle/10872/14574,http://saber.ucv.ve/bitstream/10872/14574/1/TESIS_FINAL_AlbertoBay_VanessaRodriguez.pdf,,thesis_pdf_all/4912.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ana Morales,thesis_txt/4912.txt
4915,22-Feb-2017,Desarrollo de un modulo de sugerencias de adquisición y recomendación de libros para la aplicación web de gestión de la bolsa del libro de la Facultad de Ciencias de la UCV,"Vera F., Edgar O.",6.99 MB,http://saber.ucv.ve/handle/10872/14577,http://saber.ucv.ve/bitstream/10872/14577/1/tesis-lic.pdf,,thesis_pdf_all/4915.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jaime ParadaCaracas,thesis_txt/4915.txt
4896,21-Feb-2017,Desarrollo de videojuegos en XNA,"Andrade, José Luis; Suárez, Francisco",2.92 MB,http://saber.ucv.ve/handle/10872/14540,http://saber.ucv.ve/bitstream/10872/14540/1/%5bAndrade%20%26%20Suarez%5d%20Desarrollo%20de%20Videojuegos%20en%20XNA%20-%202014.pdf,,thesis_pdf_all/4896.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ernesto Coto,thesis_txt/4896.txt
4979,1-Mar-2017,"Aplicación web para la gestión de las actividades académico-administrativas, de investigación y de extensión del Instituto de Desarrollo Experimental de la Construcción de la Universidad Central de Venezuela","Solórzano Trías, Luis Daniel",3.95 MB,http://saber.ucv.ve/handle/10872/14699,http://saber.ucv.ve/bitstream/10872/14699/1/TEG%20-%20Luis%20Solorzano.pdf,,thesis_pdf_all/4979.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez Bieliukas,thesis_txt/4979.txt
4981,1-Mar-2017,Sistema de seguridad basado en reconocimiento facial utilizando una Raspberry Pi,"De Sousa, Karina; Mora, Carlos",4.56 MB,http://saber.ucv.ve/handle/10872/14700,http://saber.ucv.ve/bitstream/10872/14700/1/TEG%20-%20De%20Sousa%2c%20Mora.pdf,,thesis_pdf_all/4981.pdf,True,True,False,escuela de computacion,Escuela de Computación,Francisco SansProf,thesis_txt/4981.txt
4982,1-Mar-2017,Arquitectura de alta disponibilidad para centrales telefónicas de VoIP basado en software libre,"Martin R., Alejandro C.; Gómez P., Jesús I.",4.29 MB,http://saber.ucv.ve/handle/10872/14701,http://saber.ucv.ve/bitstream/10872/14701/1/Tesis_AlejandroMartin_JesusGomez.pdf,,thesis_pdf_all/4982.pdf,True,True,False,escuela de computacion,Escuela de Computación,Dedaniel Urribarri,thesis_txt/4982.txt
4869,17-Feb-2017,Desarrollo de un agente SNMP para dispositivos móviles sobre la plataforma Android,"Fernando C., Hidalgo C.",2.17 MB,http://saber.ucv.ve/handle/10872/14507,http://saber.ucv.ve/bitstream/10872/14507/1/tesisFernandoHidalgo_V4.2.pdf,,thesis_pdf_all/4869.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric GamessCaracas,thesis_txt/4869.txt
4885,21-Feb-2017,Aceleraciones de los métodos de proyecciones alternantes y simultaneas en el problema de asignación de autovalores,"Sulbarán, Gledys",523.56 kB,http://saber.ucv.ve/handle/10872/14539,http://saber.ucv.ve/bitstream/10872/14539/1/TEG-%20Gledys%20Sulbaran%20definitiva.pdf,,thesis_pdf_all/4885.pdf,True,True,False,escuela de computacion,Escuela de Computación,Luis Manuel Her-nandez,thesis_txt/4885.txt
4889,21-Feb-2017,Generador de objetos de aprendizaje basados en técnicas instruccionales (GeLOTS),"Oviedo, Carlos; González, Luis",2.98 MB,http://saber.ucv.ve/handle/10872/14556,http://saber.ucv.ve/bitstream/10872/14556/1/Tesis.%20GeLOTS.%20Luis%20Gonz%c3%a1lez%2c%20Carlos%20Oviedo.pdf,,thesis_pdf_all/4889.pdf,True,True,False,escuela de computacion,Escuela de Computación,Silva,thesis_txt/4889.txt
5018,2-Mar-2017,Aplicación móvil para la verificación del cálculo de unidades monitor en tratamientos de radiocirugía intracraneal,"Coa Sotillo, Elvis D.",6.69 MB,http://saber.ucv.ve/handle/10872/14737,http://saber.ucv.ve/bitstream/10872/14737/1/TEG%20ELVIS%20COA.pdf,,thesis_pdf_all/5018.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval,thesis_txt/5018.txt
5017,2-Mar-2017,Sistema de ingreso por mérito académico y diagnóstico integral para la Universidad Central de Venezuela,"Ranaldo, Raffaele; Romero, Gary",5.5 MB,http://saber.ucv.ve/handle/10872/14736,http://saber.ucv.ve/bitstream/10872/14736/1/TEG_RanaldoRaffaele20783373_RomeroGary19398144.pdf,,thesis_pdf_all/5017.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rivas Robinson,thesis_txt/5017.txt
5016,2-Mar-2017,Desarrollo del sistema de gestión de pasantías de la Escuela de Computación de la Facultad de Ciencias bajo el enfoque de gestión de procesos de negocio,"Herrera Mujica, Isaac Enrique",6.11 MB,http://saber.ucv.ve/handle/10872/14734,http://saber.ucv.ve/bitstream/10872/14734/1/TEG%20Bonita-SIGEPAS%20-%20Isaac%20Herrera.pdf,,thesis_pdf_all/5016.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina,thesis_txt/5016.txt
4996,2-Mar-2017,Sistema de información para la fiscalización del sector eléctrico nacional,"Escalona Hernández, Luis Miguel",12.6 MB,http://saber.ucv.ve/handle/10872/14705,http://saber.ucv.ve/bitstream/10872/14705/1/Documento%20de%20Tesis%20V08%20%28Final%29.pdf,,thesis_pdf_all/4996.pdf,True,True,False,escuela de computacion,Escuela de Computación,Pedro Bonillo,thesis_txt/4996.txt
4997,2-Mar-2017,Diseño de instrumentos para medir la usabilidad de objetos de aprendizajes,"Mayora Pérez, Marilú del Carmen; Yanes Palacios, Luis Ernesto",2.71 MB,http://saber.ucv.ve/handle/10872/14706,http://saber.ucv.ve/bitstream/10872/14706/1/TEG%20Luis%20Yanes.pdf,,thesis_pdf_all/4997.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano,thesis_txt/4997.txt
4998,2-Mar-2017,Objeto de aprendizaje de contenido abierto accesible basado en simulaciones de las leyes de newton en 2D para física general,"Cartaya Hernández, Oscar Alexander",5.06 MB,http://saber.ucv.ve/handle/10872/14707,http://saber.ucv.ve/bitstream/10872/14707/1/TEG%20Oscar%20Cartaya.pdf,,thesis_pdf_all/4998.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jose Jorge,thesis_txt/4998.txt
5000,2-Mar-2017,"Desarrollo de interfaces para la configuración, administración y monitoreo del Clúster Live-Hadoop","Narváez Martínez, Iván Ignacio; Bracho Velásquez, Jhoselin Ginette",2.54 MB,http://saber.ucv.ve/handle/10872/14710,http://saber.ucv.ve/bitstream/10872/14710/1/TEG%20JB%26IN.pdf,,thesis_pdf_all/5000.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jesus Lares,thesis_txt/5000.txt
5190,13-Mar-2017,Desarrollo de una herramienta para el control de asistencia mediante el uso de tecnología Bluetooth,"Reyes Rodríguez, Reynaldo R.",1.69 MB,http://saber.ucv.ve/handle/10872/15045,http://saber.ucv.ve/bitstream/10872/15045/1/T.E.G.%20-%20Chequeo%20de%20Asistencia%20mediante%20Bluetooth.pdf,,thesis_pdf_all/5190.pdf,True,True,False,escuela de computacion,Escuela de Computación,Miguel Angel Astor,thesis_txt/5190.txt
5191,13-Mar-2017,Aplicación Web para la gestión académica-administrativa de la educación continúa caso de estudio: Centro de Innovación y Emprendimiento para el Uso de Tecnologías en Educación de la Universidad de los Andes,"Afonzo Perdrieau, Flor Alicia; Díaz Serrano, Abraham Efraín",5.41 MB,http://saber.ucv.ve/handle/10872/15044,http://saber.ucv.ve/bitstream/10872/15044/1/TEG%20-%20Afonzo%20-%20Diaz.pdf,,thesis_pdf_all/5191.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/5191.txt
5192,13-Mar-2017,Escáner 3D móvil utilizando LEGO Mindstorms y dispositivos Android,"Tejada Plessmann, Iñaki Xabier; De Freitas Ascanio, Fernando Luis",5.07 MB,http://saber.ucv.ve/handle/10872/15050,http://saber.ucv.ve/bitstream/10872/15050/1/TEG_MADN3S.pdf,,thesis_pdf_all/5192.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eugenio Scalise,thesis_txt/5192.txt
5193,13-Mar-2017,"Desarrollo de una aplicación para sensibilizar a niños y adolescentes, utilizando Smartphones acerca del consumo de energía","Antequero Cedeño, Brayan Michel; Martínez García, Deyvid Ricardo",2.29 MB,http://saber.ucv.ve/handle/10872/15055,http://saber.ucv.ve/bitstream/10872/15055/1/TEG_ANTEQUERO_MARTINEZ.pdf,,thesis_pdf_all/5193.pdf,True,True,False,escuela de computacion,Escuela de Computación,Miguel Astor,thesis_txt/5193.txt
5196,13-Mar-2017,Sistema de gestión de información científica para la Coordinación de Investigación de la Facultad de Ciencias de la UCV,"Pérez S., Viviana V.",14.06 MB,http://saber.ucv.ve/handle/10872/15034,http://saber.ucv.ve/bitstream/10872/15034/1/T.E.G%20Sistema%20de%20Gesti%c3%b3n%20de%20Informaci%c3%b3n%20Cient%c3%adfica%20-%20Viviana%20P%c3%a9rez.pdf,,thesis_pdf_all/5196.pdf,True,True,False,escuela de computacion,Escuela de Computación,Concettina Di Vasta,thesis_txt/5196.txt
5197,13-Mar-2017,Desarrollo de un sistema de información para la evaluación de desempeño profesoral,"Cedeño Ramírez, Víctor José",5.31 MB,http://saber.ucv.ve/handle/10872/15035,http://saber.ucv.ve/bitstream/10872/15035/1/TEG%20-%20Br.%20Victor%20Cede%c3%b1o.pdf,,thesis_pdf_all/5197.pdf,True,True,False,escuela de computacion,Escuela de Computación,Brenda Lopez,thesis_txt/5197.txt
5198,13-Mar-2017,SisGEVI: Sistema Web para la gestión de emergencias viales en autopistas de la Gran Caracas. Caso de estudio: Brigadas de paramédicos del Ministerio del Poder Popular para Transporte Terrestre y Obras Públicas.,"Ojeda Malavé, Humberto José",4.83 MB,http://saber.ucv.ve/handle/10872/15036,http://saber.ucv.ve/bitstream/10872/15036/1/TEG_OjedaHumberto_GestionAccidentes.pdf,,thesis_pdf_all/5198.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly C Hernandez,thesis_txt/5198.txt
5199,13-Mar-2017,Extensión de un lenguaje interpretado para el despliegue 3D en la Web,"Duarte Raybauid Massilia, Amaro David",1.81 MB,http://saber.ucv.ve/handle/10872/15037,http://saber.ucv.ve/bitstream/10872/15037/1/TrabajoEspecialdeGrado_Amaro_220516.pdf,,thesis_pdf_all/5199.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt Ramirez,thesis_txt/5199.txt
5200,13-Mar-2017,Desarrollo de una nueva versión del portal generador de sitios web de asignaturas (Portalasig) para la Facultad de Ciencias de la Universidad Central de Venezuela,"Sánchez Téllez, Juan Luis",5.27 MB,http://saber.ucv.ve/handle/10872/15038,http://saber.ucv.ve/bitstream/10872/15038/1/documento.pdf,,thesis_pdf_all/5200.pdf,True,True,False,escuela de computacion,Escuela de Computación,HernandezCaracas,thesis_txt/5200.txt
5201,13-Mar-2017,Solución de inteligencia de negocio para la obtención de indicadores en el mercado de divisas a través de instituciones financieras,"Antunes, Andrea; Zambrano, José",6.8 MB,http://saber.ucv.ve/handle/10872/15040,http://saber.ucv.ve/bitstream/10872/15040/1/Tesis_Antunes_Zambrano.pdf,,thesis_pdf_all/5201.pdf,True,True,False,escuela de computacion,Escuela de Computación,Concettina Di Vasta,thesis_txt/5201.txt
5033,2-Mar-2017,Automatización del proceso de negocio para las solicitudes de peticiones ante el Consejo de Escuela Facultad de Ciencias Escuela de Computación,"Cova Marín, Henry José; Ortíz Tovar, José Gregorio",4.38 MB,http://saber.ucv.ve/handle/10872/14758,http://saber.ucv.ve/bitstream/10872/14758/1/TESIS.pdf,,thesis_pdf_all/5033.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin J Sandoval,thesis_txt/5033.txt
5020,2-Mar-2017,Visualización volumétrica utilizando mallado tetraédrico,"Monsalve Páez, Danny R.",6.71 MB,http://saber.ucv.ve/handle/10872/14740,http://saber.ucv.ve/bitstream/10872/14740/1/TEG%20Danny%20Monsalve_pdf.pdf,,thesis_pdf_all/5020.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames CarmonaOctubre,thesis_txt/5020.txt
5022,2-Mar-2017,Sistema para la edición gráfica de arboles con raíz,"Fung Guan, Yenny",5.34 MB,http://saber.ucv.ve/handle/10872/14745,http://saber.ucv.ve/bitstream/10872/14745/1/tesis.pdf,,thesis_pdf_all/5022.pdf,True,True,False,escuela de computacion,Escuela de Computación,Hector NavarroCaracas-Venezuela2016ResumenLos,thesis_txt/5022.txt
5024,2-Mar-2017,"Herramienta para el análisis de la interacción, identificación de patrones y clasificación de usuarios en humanos, ciborgs y bots de la red de microblogging Twitter","Duarte Fernández, Josemy Inoel; Rodríguez González, Gabriel Eduardo",2.96 MB,http://saber.ucv.ve/handle/10872/14747,http://saber.ucv.ve/bitstream/10872/14747/1/Tesis.pdf,,thesis_pdf_all/5024.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jesus Lares,thesis_txt/5024.txt
5025,2-Mar-2017,Mimic: juego serio de concienciación ciudadana,"Fernandes Olarte, Pedro Alejandro",4.45 MB,http://saber.ucv.ve/handle/10872/14749,http://saber.ucv.ve/bitstream/10872/14749/1/TEG%20V1.1.pdf,,thesis_pdf_all/5025.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt Ramirez,thesis_txt/5025.txt
5028,2-Mar-2017,Aplicación Web para la gestión de la “Base de Datos Calder” de los docentes de la Facultad de Arquitectura y Urbanismo de la Universidad Central de Venezuela,"Peña Quintero, Carlos Eduardo; Parra Villalba, Cristian Jesus",4.78 MB,http://saber.ucv.ve/handle/10872/14752,http://saber.ucv.ve/bitstream/10872/14752/1/Tesis_BD_Calder_Final.pdf,,thesis_pdf_all/5028.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/5028.txt
5029,2-Mar-2017,Desarrollo de una aplicación móvil para la automatización de fuerzas ventas,"Terreros, Alejandro",3.35 MB,http://saber.ucv.ve/handle/10872/14753,http://saber.ucv.ve/bitstream/10872/14753/1/TEG%20Alejandro%20Terreros.pdf,,thesis_pdf_all/5029.pdf,True,True,False,escuela de computacion,Escuela de Computación,Wilfredo Rangel,thesis_txt/5029.txt
5030,2-Mar-2017,Aplicación de la técnica de Inpainting en un entorno Web empleando WebCL,"Meneses P., Victor M.",38.07 MB,http://saber.ucv.ve/handle/10872/14754,http://saber.ucv.ve/bitstream/10872/14754/1/T.E.G.pdf,,thesis_pdf_all/5030.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmitt RamirezCaracas,thesis_txt/5030.txt
5032,2-Mar-2017,Percepción social de los proyectos financiados por el consejo federal de gobierno a partir de los contenidos publicados en Twitter.,"Rodríguez, Iraima; Galeano, Emmanuel",8.27 MB,http://saber.ucv.ve/handle/10872/14757,http://saber.ucv.ve/bitstream/10872/14757/1/tesis_iraima_emmanuel.pdf,,thesis_pdf_all/5032.pdf,True,True,False,escuela de computacion,Escuela de Computación,SosaProf,thesis_txt/5032.txt
5001,2-Mar-2017,Desarrollo de una aplicación Web de gestión de servicios y productos para mascotas,"Lessmann, Ignmar Gabriela; Rivero Hernández, Sol Angel",3.38 MB,http://saber.ucv.ve/handle/10872/14711,http://saber.ucv.ve/bitstream/10872/14711/1/TEG%20%20Mascotando.pdf,,thesis_pdf_all/5001.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval,thesis_txt/5001.txt
5005,2-Mar-2017,Estudio de la aplicabilidad de algoritmos y tecnologías para la generación de métricas sobre grandes volúmenes de datos (Big Data) que representen una red,"Bellet Locker, Eric Gabriel",13.53 MB,http://saber.ucv.ve/handle/10872/14715,http://saber.ucv.ve/bitstream/10872/14715/1/Tesis%20Eric%20Bellet.pdf,,thesis_pdf_all/5005.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jesus Lares,thesis_txt/5005.txt
5006,2-Mar-2017,Solución de inteligencia de negocio para la obtención de indicadores en la nómina de instructores de la Fundación Musical Simón Bolívar,"Obando Marín, Guillermo José",3.01 MB,http://saber.ucv.ve/handle/10872/14716,http://saber.ucv.ve/bitstream/10872/14716/1/Tesis%20Guillermo%20Obando%20M..pdf,,thesis_pdf_all/5006.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval,thesis_txt/5006.txt
5008,2-Mar-2017,Solución de Big data que apoye a la fase de reclutamiento de la gestión del talento humano en el área de tecnología de la información,"De Freitas Padrón, María Gabriela",4.86 MB,http://saber.ucv.ve/handle/10872/14721,http://saber.ucv.ve/bitstream/10872/14721/1/Tesis%20-%20MariaGabrielaDeFreitas%20-%20VersionFinal.pdf,,thesis_pdf_all/5008.pdf,True,True,False,escuela de computacion,Escuela de Computación,Brenda Lopez,thesis_txt/5008.txt
5010,2-Mar-2017,"Aplicación web para la cotización, compra y manejo de pólizas de seguro de dispositivos móviles","Pascale, Marco; Varguillas, Lenys",4.13 MB,http://saber.ucv.ve/handle/10872/14724,http://saber.ucv.ve/bitstream/10872/14724/1/TEG_Pascale_Varguillas.pdf,,thesis_pdf_all/5010.pdf,True,True,False,escuela de computacion,Escuela de Computación,Concettina Di Vasta,thesis_txt/5010.txt
5012,2-Mar-2017,"Aplicación Web para la gestión de equipos, espacios físicos y servicios del Centro de Experimentación de Recursos Instruccionales de la UCV","Hevia Galea, Andrés Javier; Naranjo Contrera, Néstor Manuel",2.31 MB,http://saber.ucv.ve/handle/10872/14727,http://saber.ucv.ve/bitstream/10872/14727/1/Tesis.pdf,,thesis_pdf_all/5012.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/5012.txt
5013,2-Mar-2017,Implementación del módulo de indexación y búsqueda para el prototipo de Archivo Web Venezuela para la búsqueda de los contenidos Web bajo el formato WARC.,"Montero Hernández, Ericka A.; Pérez Laya, Hilda C.",3.41 MB,http://saber.ucv.ve/handle/10872/14728,http://saber.ucv.ve/bitstream/10872/14728/1/TESIS.pdf,,thesis_pdf_all/5013.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina,thesis_txt/5013.txt
